,file,name,r1_f,r1_p,r1_r,r2_f,r2_p,r2_r,rL_f,rL_p,rL_r
0,/home/fatimamh/Documents/ssr_results/baselines/lead/rouge.csv,ft,16.04184528,24.555341,15.36153352,2.208604832,3.585584567,2.135093531,10.39429657,15.72884451,10.23504677
1,/home/fatimamh/Documents/ssr_results/baselines/hipo/bm/rouge.csv,ssr-bm,15.59630359,23.05381138,15.29020655,1.871798519,2.967468823,1.846934918,9.734894778,14.24111652,9.821625097
2,/home/fatimamh/Documents/ssr_results/baselines/hipo/ps/rouge.csv,ssr-ps,16.20041115,23.3266173,16.06693882,2.110531956,3.164382307,2.127466875,10.11613601,14.33124903,10.34942323
3,/home/fatimamh/Documents/ssr_results/baselines/hipo/rd/rouge.csv,ssr-rd,15.17337685,22.75705963,14.76824045,1.826305534,2.92381138,1.803361263,9.606882307,14.30321317,9.593367108
4,/home/fatimamh/Documents/ssr_results/baselines/hipo/st/rouge.csv,ssr-st,15.39683359,22.96038776,14.92751169,1.870450117,2.979925955,1.805752143,9.671395168,14.30083398,9.64
