bleu,p,bp,lr,rl,pl
0.0396,,0.23587708298570007,0.4090909090909091,88,36
0.0,,1.0,1.109375,64,71
0.3075,,0.873197759343178,0.8805970149253731,67,59
0.0,,1.0,1.5,20,30
0.0,,0.9240885594051769,0.926829268292683,41,38
0.0,,0.47862297251123215,0.5757575757575758,66,38
0.0,,0.03877420783172201,0.23529411764705882,85,20
0.0,,0.6253850398956968,0.6805555555555556,72,49
0.1581,,0.9867551618071956,0.9868421052631579,76,75
0.0,,0.7592969657843174,0.7840909090909091,88,69
0.0,,1.0,1.109375,64,71
0.045,,0.6337248870127924,0.6867469879518072,83,57
0.0607,,0.8408572823643508,0.8522727272727273,88,75
0.0,,1.0,1.1666666666666667,54,63
0.0,,1.0,2.1904761904761907,21,46
0.0,,0.6192992595476848,0.676056338028169,71,48
