,file,name,r1_p,r1_r,r1_f,r2_p,r2_r,r2_f,rL_p,rL_r,rL_f
0,/home/fatimamh/Documents/ssr_results/fine_tuned/wiki/mt5/rouge.csv,ft,29.6767381137956,16.874859703819055,19.585339049103602,11.080713172252501,6.303698363211216,7.222199922057652,25.06338464536227,14.391839438815197,16.585442322681196
1,/home/fatimamh/Documents/ssr_results/ssr/wiki/mt5/bm/rouge.csv,ssr-bm,26.854475837879892,14.976488698363122,17.38076968043642,9.19858924395943,4.984327747466883,5.766893998441162,22.78508378799684,12.825452065471486,14.78069953234602
2,/home/fatimamh/Documents/ssr_results/ssr/wiki/mt5/ps/rouge.csv,ssr-ps,27.889904520654635,14.978339828526796,17.64060015588468,9.581710833982816,4.99240062353859,5.850438425565088,23.59166212003112,12.780440374123076,14.954374512860428
3,/home/fatimamh/Documents/ssr_results/ssr/wiki/mt5/rd/rouge.csv,ssr-rd,27.95641075604046,15.163464536243074,17.769195245518233,9.631196414653132,5.061438035853486,5.908883476227594,23.73234606391261,12.98735385814487,15.129497272018664
4,/home/fatimamh/Documents/ssr_results/ssr/wiki/mt5/st/rouge.csv,ssr-st,27.419234216679584,14.626566640685784,17.206983632112195,9.343431410756024,4.888074824629785,5.701046375682,23.320132501948535,12.547147310989805,14.668349571317151
