,file,name,r1_f,r1_p,r1_r,r2_f,r2_p,r2_r,rL_f,rL_p,rL_r
0,/home/fatimamh/Documents/ssr_results/fine_tuned/spk/mt5/rouge.csv,ft,10.56543046,17.91811258,8.073066225,0.839410596,1.425423841,0.63997351,7.606357616,12.93776159,5.817834437
1,/home/fatimamh/Documents/ssr_results/component/se_re/spk/mt5/bm/rouge.csv,ssr-bm,4.39607947,8.426529801,3.194205298,1.533192053,3.130145695,1.085801325,4.052980132,7.803768212,2.940960265
2,/home/fatimamh/Documents/ssr_results/component/se_re/spk/mt5/ps/rouge.csv,ssr-ps,4.205781457,7.905927152,3.05986755,1.35092053,2.676887417,0.95986755,3.83897351,7.243337748,2.791556291
3,/home/fatimamh/Documents/ssr_results/component/se_re/spk/mt5/rd/rouge.csv,ssr-rd,4.542675497,8.778443709,3.268503311,1.561397351,3.13189404,1.103543046,4.166490066,8.09713245,2.995768212
4,/home/fatimamh/Documents/ssr_results/component/se_re/spk/mt5/st/rouge.csv,ssr-st,4.314536424,7.709609272,3.205768212,1.432317881,2.694271523,1.043370861,3.910794702,7.025807947,2.903298013
