,file,name,r1_f,r1_p,r1_r,r2_f,r2_p,r2_r,rL_f,rL_p,rL_r
0,/home/fatimamh/Documents/ssr_results/fine_tuned/spk/mt5/rouge.csv,ft,10.56543046,17.91811258,8.073066225,0.839410596,1.425423841,0.63997351,7.606357616,12.93776159,5.817834437
1,/home/fatimamh/Documents/ssr_results/ssr/spk/mt5/bm/rouge.csv,ssr-bm,9.563364238,16.24621192,7.333695364,0.609231788,1.068682119,0.46305298,7.020456954,11.93024503,5.398940397
2,/home/fatimamh/Documents/ssr_results/ssr/spk/mt5/ps/rouge.csv,ssr-ps,9.947384106,17.08382781,7.571304636,0.544615894,1.017675497,0.404913907,7.212437086,12.41161589,5.494615894
3,/home/fatimamh/Documents/ssr_results/ssr/spk/mt5/rd/rouge.csv,ssr-rd,9.844072848,16.56827815,7.606827815,0.607086093,1.116788079,0.453337748,7.175821192,12.07854967,5.558298013
4,/home/fatimamh/Documents/ssr_results/ssr/spk/mt5/st/rouge.csv,ssr-st,9.690291391,16.42117881,7.440092715,0.567019868,1.030609272,0.426165563,7.022337748,11.93691391,5.400748344
