,file,name,sari
0,/home/fatimamh/Documents/ssr_results/fine_tuned/spk/mt5/sari.csv,ft,51.91564463184994
1,/home/fatimamh/Documents/ssr_results/ssr/spk/mt5/bm/sari.csv,ssr-bm,55.096471646188746
2,/home/fatimamh/Documents/ssr_results/ssr/spk/mt5/ps/sari.csv,ssr-ps,54.534368769846616
3,/home/fatimamh/Documents/ssr_results/ssr/spk/mt5/rd/sari.csv,ssr-rd,54.920118511078854
4,/home/fatimamh/Documents/ssr_results/ssr/spk/mt5/st/sari.csv,ssr-st,54.84784744674803
