,file,name,r1_f,r1_p,r1_r,r2_f,r2_p,r2_r,rL_f,rL_p,rL_r
0,/home/fatimamh/Documents/ssr_results/fine_tuned/spk/mbart/rouge.csv,ft,15.64595364,28.22880795,11.3217947,1.422569536,2.658549669,1.022456954,9.214576159,17.04751656,6.622152318
1,/home/fatimamh/Documents/ssr_results/ssr/spk/mbart/bm/rouge.csv,ssr-bm,23.38019205,24.4381457,22.61207285,3.327907285,3.475536424,3.219417219,12.62582781,13.20390066,12.21139735
2,/home/fatimamh/Documents/ssr_results/ssr/spk/mbart/rd/rouge.csv,ssr-rd,23.4822649,24.83698675,22.61956291,3.250463576,3.447596026,3.128728477,12.56344371,13.3417351,12.09071523
3,/home/fatimamh/Documents/ssr_results/ssr/spk/mbart/st/rouge.csv,ssr-st,23.07318543,24.19756954,22.35254967,3.244357616,3.409582781,3.147675497,12.44601987,13.10419868,12.04476159
