bleu,p,bp,lr,rl,pl
0.0,,0.9726044771163485,0.972972972972973,111,108
0.0,,1.0,1.0185185185185186,108,110
0.0,,0.9138488528371349,0.9173553719008265,121,111
0.0572,,0.952009440385274,0.953125,128,122
0.0,,1.0,1.2127659574468086,94,114
0.0,,0.8929653084595646,0.8983050847457628,118,106
0.0,,1.0,1.0491803278688525,122,128
0.0,,0.9534969548334766,0.9545454545454546,110,105
0.0,,0.8865920084903179,0.8925619834710744,121,108
0.084,,0.879672914909989,0.8863636363636364,132,117
0.0,,0.965220959683367,0.9658119658119658,117,113
0.0,,0.9740274534203012,0.9743589743589743,117,114
0.0886,,0.9581652292758004,0.9590163934426229,122,117
0.0,,0.9433354498734922,0.9448818897637795,127,120
0.1367,,1.0,1.0707964601769913,113,121
0.0,,0.7274705090242835,0.7586206896551724,116,88
0.0,,0.9428731438548749,0.9444444444444444,126,119
0.0,,1.0,1.0923076923076922,130,142
0.0,,0.9914163619433392,0.9914529914529915,117,116
0.0,,0.8931118283227947,0.8984375,128,115
0.0,,0.9578123009106891,0.9586776859504132,121,116
0.0358,,1.0,1.0,128,128
0.0,,0.9322302563909031,0.9344262295081968,122,114
0.0913,,0.9404436859277282,0.9421487603305785,121,114
0.0648,,1.0,1.0,107,107
0.0,,1.0,1.0254237288135593,118,121
0.0663,,1.0,1.0,123,123
0.0,,0.9117066696581597,0.9153846153846154,130,119
0.0377,,1.0,1.0818181818181818,110,119
0.0,,0.8598963706611544,0.8688524590163934,122,106
0.0,,0.9918367802119473,0.991869918699187,123,122
0.0,,1.0,1.0327868852459017,122,126
0.0424,,0.9083242631244284,0.9122807017543859,114,104
0.0,,1.0,1.117117117117117,111,124
0.0341,,0.8836348739326029,0.8899082568807339,109,97
0.0461,,0.8679745193380618,0.875968992248062,129,113
0.0,,0.9818186872730249,0.9819819819819819,111,109
0.0,,1.0,1.0338983050847457,118,122
0.0,,0.8413670472971294,0.8527131782945736,129,110
0.0,,0.937241010457818,0.9391304347826087,115,108
0.0,,1.0,1.0258620689655173,116,119
0.0386,,0.9818186872730249,0.9819819819819819,111,109
0.0,,1.0,1.0427350427350428,117,122
0.0738,,0.9187458341610336,0.921875,128,118
0.0,,0.9323938199059482,0.9345794392523364,107,100
0.0,,1.0,1.0341880341880343,117,121
0.0399,,0.879672914909989,0.8863636363636364,132,117
0.0431,,0.9836069275391279,0.983739837398374,123,121
0.0,,1.0,1.025,120,123
0.0379,,0.9504236393523914,0.9516129032258065,124,118
0.0735,,0.9414398431776795,0.943089430894309,123,116
0.0417,,1.0,1.0087719298245614,114,115
0.0,,0.967216100482006,0.967741935483871,124,120
0.0861,,1.0,1.0782608695652174,115,124
0.0,,0.9911894845587822,0.9912280701754386,114,113
0.0,,1.0,1.2019230769230769,104,125
0.0,,0.9523901680108287,0.9534883720930233,129,123
0.0538,,1.0,1.0,118,118
0.0,,0.9911111698995919,0.9911504424778761,113,112
0.0,,0.8756897978235026,0.8828125,128,113
0.0,,1.0,1.0338983050847457,118,122
0.0583,,1.0,1.0360360360360361,111,115
0.0,,1.0,1.0727272727272728,110,118
0.053,,0.8619872052852581,0.8706896551724138,116,101
0.0,,0.9107763202977812,0.9145299145299145,117,107
0.0,,0.959519813385229,0.9603174603174603,126,121
0.0,,0.9742503685019283,0.9745762711864406,118,115
0.0,,0.908017862633786,0.912,125,114
0.0,,0.9663897732358487,0.9669421487603306,121,117
0.0368,,1.0,1.0,115,115
0.0487,,0.8725252928694237,0.88,125,110
0.0,,1.0,1.087719298245614,114,124
0.0936,,0.9570882762260683,0.957983193277311,119,114
0.0,,0.9167169520254864,0.92,125,115
0.0,,0.9316515010120799,0.9338842975206612,121,113
0.0,,0.7788007830714049,0.8,120,96
0.0939,,0.9677447783045844,0.9682539682539683,126,122
0.0,,0.9570882762260683,0.957983193277311,119,114
0.0,,0.963967934678526,0.9646017699115044,113,109
0.0364,,0.9775290462529921,0.9777777777777777,135,132
0.0,,0.8746525375533846,0.8818897637795275,127,112
0.0,,0.9735698412824109,0.9739130434782609,115,112
0.0372,,0.9299907443824543,0.9323308270676691,133,124
0.0,,1.0,1.050420168067227,119,125
0.0561,,0.9394130628134758,0.9411764705882353,119,112
0.05,,0.8957519524485242,0.9008264462809917,121,109
0.1148,,0.9115648029083242,0.9152542372881356,118,108
0.0,,0.908017862633786,0.912,125,114
0.0,,1.0,1.0508474576271187,118,124
0.0,,0.8598963706611544,0.8688524590163934,122,106
0.0,,0.9444591369948698,0.9459459459459459,111,105
0.0,,1.0,1.0636363636363637,110,117
0.0325,,1.0,1.1261261261261262,111,125
0.0,,0.8913267037995877,0.8968253968253969,126,113
0.039,,0.9827590514957918,0.9829059829059829,117,115
0.0,,0.9399327934020557,0.9416666666666667,120,113
0.0566,,0.9087800585132731,0.9126984126984127,126,115
0.0,,0.7470175003104325,0.7741935483870968,124,96
0.0,,0.892226649134955,0.8976377952755905,127,114
0.0,,0.9655207177429715,0.9661016949152542,118,114
0.0445,,0.9831936762627184,0.9833333333333333,120,118
